12-16-2018 13:00:01,F1T,80.60
12-16-2018 13:00:01,F1H,14.00
12-16-2018 13:00:08,N10,557
12-16-2018 13:00:08,N11,404
12-16-2018 13:00:08,N12,544
12-16-2018 13:00:08,N13,526
12-16-2018 13:00:08,N14,275
12-16-2018 13:00:15,P10,297
12-16-2018 13:00:15,P11,385
12-16-2018 13:00:15,P12,287
12-16-2018 13:00:22,F20,343
12-16-2018 13:00:22,F2T,71.60
12-16-2018 13:00:22,F2H,55.00
12-16-2018 13:30:01,F10,501
12-16-2018 13:30:01,F1T,80.60
12-16-2018 13:30:01,F1H,14.00
12-16-2018 13:30:08,N10,558
12-16-2018 13:30:08,N11,407
12-16-2018 13:30:08,N12,546
12-16-2018 13:30:08,N13,527
12-16-2018 13:30:08,N14,275
12-16-2018 13:30:15,P10,299
12-16-2018 13:30:15,P11,388
12-16-2018 13:30:15,P12,289
12-16-2018 13:30:22,F20,344
12-16-2018 13:30:22,F2T,71.60
12-16-2018 13:30:22,F2H,55.00
12-16-2018 14:00:01,F10,499
12-16-2018 14:00:01,F1T,80.60
12-16-2018 14:00:01,F1H,14.00
12-16-2018 14:00:08,N10,559
12-16-2018 14:00:08,N11,408
12-16-2018 14:00:08,N12,552
12-16-2018 14:00:08,N13,528
12-16-2018 14:00:08,N14,275
12-16-2018 14:00:15,P10,298
12-16-2018 14:00:15,P11,390
12-16-2018 14:00:15,P12,288
12-16-2018 14:00:22,F20,342
12-16-2018 14:00:22,F2T,71.60
12-16-2018 14:00:22,F2H,56.00
12-16-2018 14:30:01,F10,493
12-16-2018 14:30:01,F1T,80.60
12-16-2018 14:30:01,F1H,14.00
12-16-2018 14:30:08,N10,562
12-16-2018 14:30:08,N11,409
12-16-2018 14:30:08,N12,548
12-16-2018 14:30:08,N13,527
12-16-2018 14:30:08,N14,275
12-16-2018 14:30:15,P10,297
12-16-2018 14:30:15,P11,391
12-16-2018 14:30:15,P12,288
12-16-2018 14:30:22,F20,342
12-16-2018 14:30:22,F2T,71.60
12-16-2018 14:30:22,F2H,56.00
12-16-2018 15:00:01,F10,499
12-16-2018 15:00:01,F1T,80.60
12-16-2018 15:00:01,F1H,14.00
12-16-2018 15:00:08,N10,562
12-16-2018 15:00:08,N11,410
12-16-2018 15:00:08,N12,551
12-16-2018 15:00:08,N13,527
12-16-2018 15:00:08,N14,276
12-16-2018 15:00:15,P10,299
12-16-2018 15:00:15,P11,393
12-16-2018 15:00:15,P12,289
12-16-2018 15:00:22,F20,341
12-16-2018 15:00:22,F2T,71.60
12-16-2018 15:00:22,F2H,56.00
12-16-2018 15:30:01,F10,498
12-16-2018 15:30:01,F1T,80.60
12-16-2018 15:30:01,F1H,14.00
12-16-2018 15:30:08,N10,563
12-16-2018 15:30:08,N11,410
12-16-2018 15:30:08,N12,551
12-16-2018 15:30:08,N13,526
12-16-2018 15:30:08,N14,276
12-16-2018 15:30:15,P10,301
12-16-2018 15:30:15,P11,393
12-16-2018 15:30:15,P12,289
12-16-2018 15:30:22,F20,347
12-16-2018 15:30:22,F2T,71.60
12-16-2018 15:30:22,F2H,54.00
12-16-2018 16:00:01,F10,499
12-16-2018 16:00:01,F1T,80.60
12-16-2018 16:00:01,F1H,14.00
12-16-2018 16:00:08,N10,563
12-16-2018 16:00:08,N11,411
12-16-2018 16:00:08,N12,555
12-16-2018 16:00:08,N13,527
12-16-2018 16:00:08,N14,277
12-16-2018 16:00:15,P10,304
12-16-2018 16:00:15,P11,391
12-16-2018 16:00:15,P12,290
12-16-2018 16:00:22,F20,342
12-16-2018 16:00:22,F2T,73.40
12-16-2018 16:00:22,F2H,54.00
12-16-2018 16:30:01,F10,503
12-16-2018 16:30:01,F1T,80.60
12-16-2018 16:30:01,F1H,14.00
12-16-2018 16:30:08,N10,564
12-16-2018 16:30:08,N11,412
12-16-2018 16:30:08,N12,554
12-16-2018 16:30:08,N13,527
12-16-2018 16:30:08,N14,278
12-16-2018 16:30:15,P10,301
12-16-2018 16:30:15,P11,390
12-16-2018 16:30:15,P12,291
12-16-2018 16:30:23,F20,342
12-16-2018 16:30:23,F2T,73.40
12-16-2018 16:30:23,F2H,53.00
12-16-2018 17:00:01,F10,505
12-16-2018 17:00:01,F1T,80.60
12-16-2018 17:00:01,F1H,14.00
12-16-2018 17:00:08,N10,564
12-16-2018 17:00:08,N11,415
12-16-2018 17:00:08,N12,556
12-16-2018 17:00:08,N13,527
12-16-2018 17:00:08,N14,278
12-16-2018 17:00:16,P10,302
12-16-2018 17:00:16,P11,389
12-16-2018 17:00:16,P12,291
12-16-2018 17:00:23,F20,344
12-16-2018 17:00:23,F2T,73.40
12-16-2018 17:00:23,F2H,53.00
12-16-2018 17:30:01,F10,505
12-16-2018 17:30:01,F1T,80.60
12-16-2018 17:30:01,F1H,14.00
12-16-2018 17:30:08,N10,565
12-16-2018 17:30:08,N11,416
12-16-2018 17:30:08,N12,556
12-16-2018 17:30:08,N13,527
12-16-2018 17:30:08,N14,280
12-16-2018 17:30:16,P10,304
12-16-2018 17:30:16,P11,393
12-16-2018 17:30:16,P12,293
12-16-2018 17:30:23,F20,339
